ID	CRIME_LOCATION	CRIME_LATLONG	DEFENDANT_HOME	DEFENDANT_HOME_LATLONG
t17360721-32	Ship (The Willing Mind)	"51.50853,-0.12574"		
t17360721-35				
t17360721-41				
t17360721-42	Ealing	"51.512655,-0.305195"		
t17360721-43				
t17360721-44				
t17360721-45				
t17360721-7				
t17360721-8				
t17360721-9				
t17360908-10				
t17360908-12				
t17360908-13				
t17360908-16				
t17360908-18				
t17360908-2				
t17360908-21				
t17360908-22				
t17360908-28				
t17360908-32				
t17360908-36				
t17360908-4	"Black and White-Court, in the Old-Baily"	"51.50853,-0.12574"		
t17360908-40				
t17360908-44				
t17360908-49				
t17360908-5				
t17360908-53				
t17360908-58				
t17360908-6				
t17360908-62				
t17360908-64				
t17360908-65				
t17360908-66				
t17361013-10	Ship John and Margaret	"51.50853,-0.12574"		
t17361013-11				
t17361013-12				
t17361013-13				
t17361013-17				
t17361013-18				
t17361013-19				
t17361013-21				
t17361013-7				
t17361013-8				
t17361013-9				
t17361208-1			St. Peter Cheap	"51.50853,-0.12574"
t17361208-11			St. Mary Whitechapel	"51.51382,-0.06583"
t17361208-12			St. Martin's-in-the-Fields	"51.50853,-0.12574"
t17361208-13			St. Giles's-in-the-Fields	"51.50853,-0.12574"
t17361208-16				
t17361208-17	"St. Luke, Middlesex"	"51.50853,-0.12574"		
t17361208-17	"St. Luke, Middlesex"	"51.50853,-0.12574"		
t17361208-20				
t17361208-21				
t17361208-23				
t17361208-26				
t17361208-27	"Moor-Street, by St. Ann's"	"51.50853,-0.12574"		
t17361208-27	"Moor-Street, by St. Ann's"	"51.50853,-0.12574"		
t17361208-27	"Moor-Street, by St. Ann's"	"51.50853,-0.12574"		
t17361208-28			St. Martins in the Fields	"51.50853,-0.12574"
t17361208-30			St. Mary White-chappel	"51.50853,-0.12574"
t17361208-32				
t17361208-33				
t17361208-35				
t17361208-36				
t17361208-37				
t17361208-38	"Gravel-Lane, by Devorshire-Square"	"51.50853,-0.12574"	St. Butolph Aldgate	"51.51342,-0.0771"
t17361208-38	"Gravel-Lane, by Devorshire-Square"	"51.50853,-0.12574"	St. Butolph Aldgate	"51.51342,-0.0771"
t17361208-44				
t17361208-45				
t17361208-46				
t17361208-47				
t17361208-48				
t17361208-49				
t17361208-50				
t17361208-51				
t17361208-52				
t17361208-56				
t17361208-58				
t17361208-59				
t17361208-6			St. Swithens	"51.50853,-0.12574"
t17361208-60				
t17361208-63			Edgworth	"51.50853,-0.12574"
t17361208-64				
t17361208-68				
t17361208-7				
t17361208-70				
t17361208-75				
t17361208-76				
t17361208-77				
t17361208-78				
t17361208-8			St. Paul Shadwell	"51.51135,-0.05663"
t17361208-80				
t17370114-10			Stepney	"51.517402,-0.046219"
t17370114-10			Stepney	"51.517402,-0.046219"
t17370114-11			"St. Luke, Middlesex"	"51.50853,-0.12574"
t17370114-12			St. Mary le Bone	"51.52541,-0.16806"
t17370114-13			St. Martin's in the Fields	"51.50853,-0.12574"
t17370114-14	Tottenham	"51.525307,-0.138193"	Pancrass	"51.50853,-0.12574"
t17370114-14	Tottenham	"51.525307,-0.138193"	Pancrass	"51.50853,-0.12574"
t17370114-14	Tottenham	"51.525307,-0.138193"	Pancrass	"51.50853,-0.12574"
t17370114-17			St. Luke Middlesex	"51.50853,-0.12574"
t17370114-18				
t17370114-19			St Leonard Shoreditch	"51.526858,-0.077162"
t17370114-2	St. Sepulchre's	"51.50853,-0.12574"		
t17370114-21			Hampstead	"51.554288,-0.174075"
t17370114-22			St. Andrews Holbourn	"51.50853,-0.12574"
t17370114-23			Kensington	"51.498995,-0.199123"
t17370114-25				
t17370114-26				
t17370114-28			"St. Butolph, Aldgate"	"51.51342,-0.0771"
t17370114-34				
t17370114-36			"St. Anns, Westminster"	"51.5,-0.11667"
t17370114-37			"Hanwell, Middlesex"	"51.50853,-0.12574"
t17370114-38			St. Clements Danes	"51.50853,-0.12574"
t17370114-39			St. Martins in the Fields	"51.50853,-0.12574"
t17370114-40			"St. James's, Clerkenwel"	"51.50853,-0.12574"
t17370114-41			St. Mary Whitechappel	"51.50853,-0.12574"
t17370114-5			"St. Luke, Middlesex"	"51.50853,-0.12574"
t17370114-7				
t17370114-8			Stepney	"51.517402,-0.046219"
t17370114-8			Stepney	"51.517402,-0.046219"
t17370216-1			St. Dunstan in the East	"51.50968,-0.08262"
t17370216-10				
t17370216-11			St. Martin's-in-the-Fields	"51.50853,-0.12574"
t17370216-12				
t17370216-13			"St. James, Westminster"	"51.507191,-0.132358"
t17370216-15				
t17370216-16			St. Bride's	"51.5138,-0.10576"
t17370216-2			"St. Butolph, Billingsgate"	"51.50853,-0.12574"
t17370216-25				
t17370216-26				
t17370216-27				
t17370216-37				
t17370216-38				
t17370216-39				
t17370216-43				
t17370216-45				
t17370216-46				
t17370216-47				
t17370216-49				
t17370216-5			St. Martin's in-the Fields	"51.50853,-0.12574"
t17370216-50				
t17370216-51				
t17370216-52				
t17370216-53				
t17370216-54				
t17370216-59				
t17370216-8			"St. Paul's, Covent-Garden"	"51.51424,-0.12471"
t17370216-9			St. Mary Whitechapel	"51.51382,-0.06583"
t17370420-12			St. Mary le Bone	"51.52541,-0.16806"
t17370420-13			St. Andrew Holborn	"51.51718,-0.10695"
t17370420-14				
t17370420-19	St. Margaret's Westminster	"51.5,-0.11667"		
t17370420-20			Endfield	"51.65147,-0.08497"
t17370420-21			St. Clement Danes	"51.513109,-0.113857"
t17370420-23				
t17370420-24				
t17370420-28	Hendon	"51.589744,-0.22162"		
t17370420-29	Blue-Boar-Inn in Holborn	"51.51753,-0.12045"		
t17370420-31	Kensington	"51.498995,-0.199123"		
t17370420-32			Norton-Falgate	"51.50853,-0.12574"
t17370420-34	St. Dunstan in the West	"51.51422,-0.11017"		
t17370420-37				
t17370420-39			St. Mary le Strand	"51.512186,-0.116823"
t17370420-41	Holborn-Bridge	"51.50853,-0.12574"		
t17370420-47				
t17370420-48				
t17370420-49				
t17370420-5				
t17370420-50				
t17370420-52				
t17370420-53				
t17370420-57			Eling	"51.50853,-0.12574"
t17370420-61			"St. Leonard, Shoreditch"	"51.526858,-0.077162"
t17370420-62				
t17370420-63				
t17370420-64				
t17370420-7			St. James's Westminster	"51.507908,-0.136573"
t17370420-8	St. James's Clerkenwell	"51.52438,-0.11022"		
t17370420-9			St. Martin's in the Fields	"51.50853,-0.12574"
t17370526-13			"Christ-Church, Spittlefields"	"51.50853,-0.12574"
t17370526-14			St. John the Evangelist	"51.416609,-0.054928"
t17370526-15			St. George's Middlesex	"51.50853,-0.12574"
t17370526-18				
t17370526-21				
t17370526-25				
t17370526-29				
t17370526-31				
t17370526-34				
t17370526-36				
t17370526-38				
t17370526-39	Whitechappel	"51.50853,-0.12574"		
t17370526-4			"St. Andrew, Holborn"	"51.51718,-0.10695"
t17370526-40				
t17370526-42				
t17370526-48				
t17370526-5			St. Peter's Cheap	"51.50853,-0.12574"
t17370526-6				
t17370526-7				
t17370706-1	St. Mildred Poultry	"51.50853,-0.12574"		
t17370706-11	St. Olave Hert street	"51.50853,-0.12574"		
t17370706-12				
t17370706-13				
t17370706-17				
t17370706-18				
t17370706-19				
t17370706-21				
t17370706-22				
t17370706-26				
t17370706-28				
t17370706-29				
t17370706-30				
t17370706-31			Ryslip Middlesex	"51.50853,-0.12574"
t17370706-34				
t17370907-1	Whitechapple	"51.50853,-0.12574"		
t17370907-13			St. Stephen Coleman Street	"51.51601,-0.08983"
t17370907-17			St. Clement Danes	"51.513109,-0.113857"
t17370907-18			St. Martin's in the Fields	"51.50853,-0.12574"
t17370907-19			St. Gile's in the Fields	"51.515306,-0.128446"
t17370907-2	ButolphWharf	"51.50853,-0.12574"		
t17370907-21				
t17370907-23	St. Magnus the Martyr	"51.50853,-0.12574"		
t17370907-26				
t17370907-27	St. Bride's	"51.5138,-0.10576"		
t17370907-3			St. Luke's Middlesex	"51.50853,-0.12574"
t17370907-36			Hampstead	"51.554288,-0.174075"
t17370907-38			St. Margaret's Westminster	"51.5,-0.11667"
t17370907-4	"Foxes lane, near Pelican-stairs, Shadwell"	"52.41195,0.846316"		
t17370907-48			St. Mary Whitechapel	"51.51382,-0.06583"
t17370907-49			Stepney	"51.517402,-0.046219"
t17370907-49			Stepney	"51.517402,-0.046219"
t17370907-5			St. Andrew's Holborn	"51.51753,-0.12045"
t17370907-53	Saffron Hill	"51.520831,-0.107168"		
t17370907-55			St. Giles's in the Fields	"51.50853,-0.12574"
t17370907-56			St. Ann's Black-fryers	"51.50853,-0.12574"
t17370907-58	Dover street	"51.508393,-0.142162"	St. George's Hanover-Square	"51.50853,-0.12574"
t17370907-58	Dover street	"51.508393,-0.142162"	St. George's Hanover-Square	"51.50853,-0.12574"
t17370907-6				
t17370907-60			"St. George, Hanover-Square"	"51.50853,-0.12574"
t17370907-61			St. Ann's Middlesex	"51.50853,-0.12574"
t17370907-62			"St. Leonard, Shoreditch"	"51.526858,-0.077162"
t17370907-67			St. James's Westminster	"51.507908,-0.136573"
t17370907-7			St. Martin's in the Fields	"51.50853,-0.12574"
t17370907-9	St. Botolph Aldgate	"51.51342,-0.0771"		
t17371012-1	St. Dunstan's in the East	"51.52332,-0.03888"		
t17371012-10			"St. Ann's, Westminster"	"51.5,-0.11667"
t17371012-13				
t17371012-14				
t17371012-16				
t17371012-18				
t17371012-19				
t17371012-20				
t17371012-22				
t17371012-24			St. George the Martyr	"51.501281,-0.092631"
t17371012-27	"St. Mildred, Poultry"	"51.50853,-0.12574"		
t17371012-29	St. Butolph without Bishopsgate	"51.51635,-0.08144"		
t17371012-31			"St. George's, Bloomsbury"	"51.52228,-0.12252"
t17371012-32	Aldermanbury	"51.51625,-0.09299"		
t17371012-33	St. Catherine Cree Church	"51.50853,-0.12574"		
t17371012-34	St. Nicholas Acons	"51.50853,-0.12574"		
t17371012-6			"St. Butolph, Bishops-gate"	"51.50853,-0.12574"
t17371207-10				
t17371207-13				
t17371207-14				
t17371207-16				
t17371207-17				
t17371207-20				
t17371207-25				
t17371207-26				
t17371207-27				
t17371207-28				
t17371207-29				
t17371207-30				
t17371207-31				
t17371207-32				
t17371207-33				
t17371207-34				
t17371207-35				
t17371207-37				
t17371207-38				
t17371207-39				
t17371207-41				
t17371207-42				
t17371207-43				
t17371207-44				
t17371207-45				
t17371207-47				
t17371207-49				
t17371207-5	Buckler's-bury	"51.50853,-0.12574"		
t17371207-51				
t17371207-52	"New-street, Old-Soho"	"51.5144,-0.13535"		
t17371207-54				
t17371207-55				
t17371207-56				
t17371207-57				
t17371207-58	Fleet-Market	"51.50853,-0.12574"		
t17371207-59				
t17371207-60				
t17371207-61				
t17371207-62				
t17371207-63	Thieving-lane	"51.499644,-0.134714"		
t17371207-63	Thieving-lane	"51.499644,-0.134714"		
t17371207-64	Union Stairs	"51.50853,-0.12574"		
t17371207-65				
t17371207-66	"Angel-Court, by Story's-Gate"	"51.50853,-0.12574"		
t17371207-67				
t17371207-68				
t17371207-69				
t17371207-70				
t17371207-71				
t17371207-8				
t17371207-9				
t17380113-17				
t17380113-21				
t17380113-22				
t17380113-23	Bell Yard	"51.515131,-0.112308"		
t17380113-24				
t17380113-25				
t17380113-29				
t17380113-3	Phoenix-Court	"51.51687,-0.08179"		
t17380113-3	Phoenix-Court	"51.51687,-0.08179"		
t17380113-30				
t17380113-31				
t17380113-32				
t17380113-33				
t17380113-34				
t17380113-35				
t17380113-36				
t17380113-37				
t17380113-38				
t17380113-39				
t17380113-40				
t17380113-41				
t17380113-42				
t17380113-43				
t17380113-6	St. Andrew Undershaft	"51.51378,-0.0813"		
t17380113-7	St. Butolph Billingsgate	"51.50853,-0.12574"		
t17380113-8				
t17380113-9				
t17380222-11				
t17380222-12				
t17380222-14				
t17380222-15				
t17380222-16				
t17380222-18				
t17380222-19				
t17380222-21				
t17380222-24	Bishop-Gate	"51.50853,-0.12574"		
t17380222-25				
t17380222-30				
t17380222-31				
t17380222-32				
t17380222-34				
t17380222-41				
t17380222-42				
t17380222-43				
t17380222-45				
t17380222-47				
t17380222-48				
t17380222-50				
t17380222-55				
t17380222-56				
t17380222-58				
t17380222-7				
t17380222-9				
t17380412-10				
t17380412-13				
t17380412-14				
t17380412-15				
t17380412-16			St. George the Martyr	"51.501281,-0.092631"
t17380412-2			Allhallows the Great	"51.50853,-0.12574"
t17380412-20			St. Luke's Middlesex	"51.50853,-0.12574"
t17380412-21			St. Martin's in the Fields	"51.50853,-0.12574"
t17380412-22				
t17380412-23	Liberty of Norton Falgate	"51.50853,-0.12574"		
t17380412-24			St. Leonard Shoreditch	"51.526858,-0.077162"
t17380412-25				
t17380412-26				
t17380412-27			St. Andrew Holborn	"51.51718,-0.10695"
t17380412-28				
t17380412-29			St. George Bloomsbury	"51.52052,-0.121939"
t17380412-33				
t17380412-34				
t17380412-35				
t17380412-36				
t17380412-38				
t17380412-40	"Cannon Alley, in Pater-noster-Row"	"51.50853,-0.12574"		
t17380412-41				
t17380412-42				
t17380412-44				
t17380412-45				
t17380412-46				
t17380412-49				
t17380412-5	St. Faith under St. Paul's	"51.50853,-0.12574"		
t17380412-50				
t17380412-51				
t17380412-53				
t17380412-54				
t17380412-8				
t17380412-9				
t17380518-11			"St. Leonard, Foster Lane"	"51.50853,-0.12574"
t17380518-12				
t17380518-13				
t17380518-14				
t17380518-15				
t17380518-17				
t17380518-18				
t17380518-19				
t17380518-21				
t17380518-23				
t17380518-24				
t17380518-25				
t17380518-26				
t17380518-29	Noble-street	"51.50853,-0.12574"	"St. Luke's, Middlesex"	"51.50853,-0.12574"
t17380518-29	Noble-street	"51.50853,-0.12574"	"St. Luke's, Middlesex"	"51.50853,-0.12574"
t17380518-3	George-Alley	"51.50853,-0.12574"		
t17380518-30				
t17380518-37				
t17380518-4				
t17380518-5				
t17380518-6				
t17380518-8				
t17380518-9				
t17380628-11			"Allhallows, London-Wall"	"51.50853,-0.12574"
t17380628-12			St. Martin's in the Fields	"51.50853,-0.12574"
t17380628-19				
t17380628-2			St. Sepulchre's	"51.50853,-0.12574"
t17380628-20				
t17380628-21				
t17380628-22				
t17380628-23				
t17380628-24			"St. John, Wapping"	"51.50506,-0.05682"
t17380628-27			Norton-Falgate	"51.50853,-0.12574"
t17380628-28				
t17380628-3			St. Sepulchre's	"51.50853,-0.12574"
t17380628-30				
t17380628-31			"St. Buttolph, Aldgate"	"51.51342,-0.0771"
t17380628-36				
t17380628-4	Smart's-Key	"51.50853,-0.12574"		
t17380628-6			St. Ann's Westminster	"51.5,-0.11667"
t17380628-8				
t17380628-9				
t17380906-1	St. Bennet Fink	"51.50853,-0.12574"		
t17380906-14				
t17380906-16				
t17380906-17				
t17380906-22				
t17380906-29				
t17380906-3	St. Stephen Coleman Street	"51.51601,-0.08983"		
t17380906-31				
t17380906-32				
t17380906-33				
t17380906-34				
t17380906-4			St. Dunstan in the East	"51.50968,-0.08262"
t17380906-6			St. Martin's in the Fields	"51.50853,-0.12574"
t17381011-10			Stoke Newington	"51.557697,-0.077282"
t17381011-11				
t17381011-12	Covent-Garden	"51.512889,-0.122531"		
t17381011-13				
t17381011-18	Tower of London	"51.50809,-0.076208"		
t17381011-2	"Catherine-Court, in Princes street, Lothbury"	"51.50853,-0.12574"		
t17381011-20				
t17381011-21				
t17381011-25				
t17381011-28				
t17381011-29			St. Giles's in the Fields	"51.50853,-0.12574"
t17381011-8				
t17381011-9				
t17381206-1	St. Andrew Undershaft	"51.51378,-0.0813"		
t17381206-10				
t17381206-11				
t17381206-14				
t17381206-16				
t17381206-17				
t17381206-18				
t17381206-20				
t17381206-21				
t17381206-24				
t17381206-27				
t17381206-28				
t17381206-29				
t17381206-3	"St. Butolph, Billingsgate"	"51.50853,-0.12574"		
t17381206-31				
t17381206-32				
t17381206-33				
t17381206-36				
t17381206-41			"St. George's, Hanver-square"	"51.50853,-0.12574"
t17381206-43				
t17381206-44				
t17381206-45				
t17381206-46				
t17381206-48				
t17381206-49	St. Edmund the King	"51.50853,-0.12574"		
t17381206-50				
t17381206-51				
t17381206-52				
t17381206-6			St. Bartholomew the Great	"51.51883,-0.09973"
t17381206-7			St. Andrew Undershaft	"51.51378,-0.0813"
t17381206-8			St. Christopher's	"51.490546,-0.085475"
t17390117-10				
t17390117-12				
t17390117-14				
t17390117-15				
t17390117-17				
t17390117-2			St. Leonard Shoreditch	"51.526858,-0.077162"
t17390117-22				
t17390117-23				
t17390117-24				
t17390117-26				
t17390117-28				
t17390117-30				
t17390117-32				
t17390117-33				
t17390117-34				
t17390117-36				
t17390117-37				
t17390117-38				
t17390117-4				
t17390117-40				
t17390117-42				
t17390117-43				
t17390117-5				
t17390117-51				
t17390117-53				
t17390117-57				
t17390117-58				
t17390117-59				
t17390117-6				
t17390117-8				
t17390221-13				
t17390221-18	Red Lion Court	"51.527274,-0.352916"		
t17390221-30	New Gravel Lane	"51.50853,-0.12574"		
t17390221-34				
t17390221-35				
t17390221-37				
t17390221-38				
t17390221-41				
t17390221-44				
t17390221-45				
t17390221-48				
t17390221-49				
t17390221-52				
t17390221-53				
t17390221-56				
t17390221-58				
t17390221-59				
t17390221-63				
t17390221-64				
t17390221-65				
t17390221-7			St. Giles's in the Fields	"51.50853,-0.12574"
t17390221-9				
t17390502-10	Charing Cross	"51.507187,-0.127891"		
t17390502-10	Charing Cross	"51.507187,-0.127891"		
t17390502-11				
t17390502-12				
t17390502-16				
t17390502-17				
t17390502-18				
t17390502-19				
t17390502-2				
t17390502-21				
t17390502-25				
t17390502-28				
t17390502-29				
t17390502-3				
t17390502-31				
t17390502-35				
t17390502-37				
t17390502-38				
t17390502-40				
t17390502-42				
t17390502-43				
t17390502-46				
t17390502-47				
t17390502-48				
t17390502-52				
t17390502-53	Tower-Hill	"51.509889,-0.076717"		
t17390502-56				
t17390502-58				
t17390502-59				
t17390502-63				
t17390502-67				
t17390502-68				
t17390502-69				
t17390502-7				
t17390502-70				
t17390502-71				
t17390502-73				
t17390502-76				
t17390502-77				
t17390502-78				
t17390502-8				
t17390502-9				
t17390607-1			"St. Butolph , Aldgate"	"51.51342,-0.0771"
t17390607-11				
t17390607-12				
t17390607-13				
t17390607-15				
t17390607-16	"Horse-shoe Inn, in Goswell-street"	"51.50853,-0.12574"		
t17390607-19				
t17390607-2	"St. Stephen, Coleman-street"	"51.51342,-0.0771"		
t17390607-2	"St. Stephen, Coleman-street"	"51.51342,-0.0771"		
t17390607-2	"St. Stephen, Coleman-street"	"51.51342,-0.0771"		
t17390607-20	Covent-Garden	"51.512889,-0.122531"		
t17390607-21				
t17390607-23	Compton street	"51.525001,-0.10153"		
t17390607-24				
t17390607-25				
t17390607-26				
t17390607-28				
t17390607-29				
t17390607-32				
t17390607-33				
t17390607-34				
t17390607-35				
t17390607-37				
t17390607-38				
t17390607-39				
t17390607-4				
t17390607-42				
t17390607-9	Flying-Horse Court	"51.50853,-0.12574"		
t17390718-1				
t17390718-15				
t17390718-20				
t17390718-21				
t17390718-22				
t17390718-23				
t17390718-24				
t17390718-26				
t17390718-28				
t17390718-29				
t17390718-32				
t17390718-33				
t17390718-34				
t17390718-35				
t17390718-36				
t17390718-4			Liberty of the Tower	"51.50823,-0.0763"
t17390718-6			St. Mary-le-Bone	"51.52541,-0.16806"
t17390718-7				
t17390718-8				
t17390718-9			Pancras	"51.531891,-0.126851"
t17390906-1				
t17390906-10				
t17390906-12				
t17390906-14				
t17390906-15				
t17390906-18				
t17390906-19	Fenchurch-street	"51.51167,-0.07881"		
t17390906-20				
t17390906-22				
t17390906-24				
t17390906-25				
t17390906-26				
t17390906-29				
t17390906-3	St. Dunstan in the East	"51.50968,-0.08262"		
t17390906-30				
t17390906-33				
t17390906-35				
t17390906-36				
t17390906-38				
