"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t17540424-45","t17540424-45-crimeloc240","St. George Hanover-square","crimeLocation"
"t17541023-15","t17541023-15-crimeloc72","Darkhouse Lane","crimeLocation"
"t17541023-1","t17541023-15-crimeloc72","Darkhouse Lane","crimeLocation"
"t17541023-21","t17541023-21-crimeloc97","Middle row, St. Giles's","crimeLocation"
"t17541023-22","t17541023-22-crimeloc104","Crown court Fleetstreet","crimeLocation"
"t17550409-26","t17550409-26-crimeloc150","Newgate","crimeLocation"
"t17531205-61","t17531205-61-crimeloc300","Old Burlington-street","crimeLocation"
"t17540116-10","t17540116-10-crimeloc52","Bow-street, Covent-garden","crimeLocation"
"t17540116-1","t17540116-10-crimeloc52","Bow-street, Covent-garden","crimeLocation"
"t17540424-54","t17540424-54-crimeloc289","Holborn","crimeLocation"
"t17540424-56","t17540424-56-crimeloc297","Walbrook","crimeLocation"
"t17540424-57","t17540424-57-crimeloc301","Primrose-street","crimeLocation"
"t17540424-6","t17540424-6-crimeloc26","Cheapside","crimeLocation"
"t17541023-25","t17541023-25-crimeloc118","Fleet Market","crimeLocation"
"t17541023-26","t17541023-26-crimeloc124","Bull and Gate Inn, Holbourn","crimeLocation"
"t17541023-28","t17541023-28-crimeloc135","Castle-street, Bloomsbury","crimeLocation"
"t17541023-29","t17541023-29-crimeloc141","Enfield","crimeLocation"
"t17600227-42","t17600227-42-crimeloc223","Fleet market","crimeLocation"
"t17600227-46","t17600227-46-crimeloc244","Piccadilly","crimeLocation"
"t17600416-10","t17600416-10-crimeloc60","Ratcliff-Highway","crimeLocation"
"t17620224-13","t17620224-13-defloc68","St. George, Middlesex","defendantHome"
"t17620224-1","t17620224-13-defloc68","St. George, Middlesex","defendantHome"
"t17620224-13","t17620224-13-crimeloc71","Gravel-lane in St. George's parish","crimeLocation"
"t17620224-1","t17620224-13-crimeloc71","Gravel-lane in St. George's parish","crimeLocation"
"t17620224-1","t17620224-14-crimeloc77","Turnmill-street, Clerkenwell","crimeLocation"
"t17620224-14","t17620224-14-crimeloc77","Turnmill-street, Clerkenwell","crimeLocation"
"t17620224-2","t17620224-2-crimeloc10","Catherine-street","crimeLocation"
"t17600416-2","t17600416-29-crimeloc182","Cow Cross","crimeLocation"
"t17600416-29","t17600416-29-crimeloc182","Cow Cross","crimeLocation"
"t17600416-3","t17600416-3-crimeloc20","parish of St. Ann's","crimeLocation"
"t17610116-13","t17610116-13-crimeloc70","Basinghall street Postern","crimeLocation"
"t17610116-1","t17610116-13-crimeloc70","Basinghall street Postern","crimeLocation"
"t17610116-15","t17610116-15-crimeloc82","Pancras-lane, between Bucklersbury and Queen-street","crimeLocation"
"t17610116-1","t17610116-15-crimeloc82","Pancras-lane, between Bucklersbury and Queen-street","crimeLocation"
"t17600416-13","t17600416-13-crimeloc78","St. Luke's Head in Longacre","crimeLocation"
"t17600416-13","t17600416-13-crimeloc84","Red Lion in Market Lane, St James's Market","crimeLocation"
"t17600416-15","t17600416-15-crimeloc95","St. Paul's Churchyard","crimeLocation"
"t17600416-16","t17600416-16-crimeloc102","Seven-step Alley, Petticoat Lane","crimeLocation"
"t17600416-17","t17600416-17-crimeloc110","Near Rosemary Lane","crimeLocation"
"t17620224-27","t17620224-27-crimeloc145","King's Arms in Leaden Hall street","crimeLocation"
"t17620224-2","t17620224-27-crimeloc145","King's Arms in Leaden Hall street","crimeLocation"
"t17600416-3","t17600416-32-crimeloc201","Durham Yard","crimeLocation"
"t17600416-32","t17600416-32-crimeloc201","Durham Yard","crimeLocation"
"t17600416-33","t17600416-33-crimeloc206","Brownlow Street, Holbourn","crimeLocation"
"t17600416-3","t17600416-33-crimeloc206","Brownlow Street, Holbourn","crimeLocation"
"t17600416-3","t17600416-36-crimeloc225","Newtoner's Street, High Holbourn","crimeLocation"
"t17600416-36","t17600416-36-crimeloc225","Newtoner's Street, High Holbourn","crimeLocation"
"t17600416-37","t17600416-37-crimeloc230","Rose and Crown Yard, King Street, St James's Square","crimeLocation"
"t17600416-3","t17600416-37-crimeloc230","Rose and Crown Yard, King Street, St James's Square","crimeLocation"
"t17600416-5","t17600416-5-crimeloc32","Old Broad Street, near St. Peter le Poor's church","crimeLocation"
"t17600416-6","t17600416-6-crimeloc39","Ralph key","crimeLocation"
"t17610116-2","t17610116-2-crimeloc9","St. Martin's-lane, near Charing-cross","crimeLocation"
"t17610116-2","t17610116-2-crimeloc17","Stretham in Surry","crimeLocation"
"t17610116-2","t17610116-22-crimeloc119","the Strand, within two doors of St. Martin's-lane","crimeLocation"
"t17610116-22","t17610116-22-crimeloc119","the Strand, within two doors of St. Martin's-lane","crimeLocation"
"t17610116-2","t17610116-23-crimeloc125","Whitechapel","crimeLocation"
"t17610116-23","t17610116-23-crimeloc125","Whitechapel","crimeLocation"
"t17610625-5","t17610625-5-crimeloc27","the Great Almonry","crimeLocation"
"t17610916-14","t17610916-14-crimeloc75","Spital-fields market","crimeLocation"
"t17620224-9","t17620224-9-crimeloc48","the Poultry","crimeLocation"
"t17620421-12","t17620421-12-crimeloc59","Castle-street, Leicester-fields","crimeLocation"
"t17620421-13","t17620421-13-crimeloc64","Holywell-street, St. Clements","crimeLocation"
"t17620421-17","t17620421-17-crimeloc88","Brewer street","crimeLocation"
"t17620421-21","t17620421-21-crimeloc112","King Harry's Yard, East Smithfield","crimeLocation"
"t17600416-8","t17600416-8-crimeloc49","Henrietta Street, Covent Garden","crimeLocation"
"t17600521-10","t17600521-10-crimeloc51","St. Giles's","crimeLocation"
"t17600521-1","t17600521-10-crimeloc51","St. Giles's","crimeLocation"
"t17610116-25","t17610116-25-crimeloc137","Newen-yard, Shoreditch","crimeLocation"
"t17610116-2","t17610116-25-crimeloc137","Newen-yard, Shoreditch","crimeLocation"
"t17610116-36","t17610116-36-crimeloc196","Turnham green","crimeLocation"
"t17610916-23","t17610916-23-crimeloc125","New-court, Carey-street","crimeLocation"
"t17620421-23","t17620421-23-crimeloc122","George-alley","crimeLocation"
"t17620421-28","t17620421-28-crimeloc152","St. Sepulchre","crimeLocation"
"t17620421-3","t17620421-3-crimeloc13","St. Dunstan's church","crimeLocation"
"t17620421-30","t17620421-30-crimeloc164","St. Bride's","crimeLocation"
"t17620421-3","t17620421-30-crimeloc164","St. Bride's","crimeLocation"
"t17600521-2","t17600521-22-crimeloc113","York Buildings","crimeLocation"
"t17600521-22","t17600521-22-crimeloc113","York Buildings","crimeLocation"
"t17600521-2","t17600521-25-crimeloc129","Church-row, Aldgate","crimeLocation"
"t17600521-25","t17600521-25-crimeloc129","Church-row, Aldgate","crimeLocation"
"t17600521-3","t17600521-30-crimeloc155","Fleet-street","crimeLocation"
"t17600521-30","t17600521-30-crimeloc155","Fleet-street","crimeLocation"
"t17610225-11","t17610225-11-crimeloc54","Fenchurch building's","crimeLocation"
"t17610225-13","t17610225-13-crimeloc64","St. Catharine's","crimeLocation"
"t17610225-15","t17610225-15-crimeloc75","by the new church in the Strand","crimeLocation"
"t17610916-29","t17610916-29-crimeloc157","Newgate","crimeLocation"
"t17610916-3","t17610916-3-crimeloc10","Ludgate-hill","crimeLocation"
"t17610916-3","t17610916-33-crimeloc180","Shadwell","crimeLocation"
"t17610916-33","t17610916-33-crimeloc180","Shadwell","crimeLocation"
"t17610916-4","t17610916-45-crimeloc239","Prince's street","crimeLocation"
"t17610916-45","t17610916-45-crimeloc239","Prince's street","crimeLocation"
"t17620421-7","t17620421-7-crimeloc31","Covent-garden play-house","crimeLocation"
"t17620421-9","t17620421-9-crimeloc42","fleet-market","crimeLocation"
"t17600521-4","t17600521-4-crimeloc18","Chamber street","crimeLocation"
"t17600521-6","t17600521-6-crimeloc28","Tower street","crimeLocation"
"t17600521-8","t17600521-8-crimeloc40","Long Lane by Smithfield","crimeLocation"
"t17610225-2","t17610225-29-crimeloc146","Shoe lane","crimeLocation"
"t17610225-29","t17610225-29-crimeloc146","Shoe lane","crimeLocation"
"t17610916-4","t17610916-47-crimeloc248","St. Alban's-street","crimeLocation"
"t17610916-47","t17610916-47-crimeloc248","St. Alban's-street","crimeLocation"
"t17610916-5","t17610916-5-crimeloc22","Lombard-street","crimeLocation"
"t17610916-52","t17610916-52-crimeloc274","Ashentree-court, White-stairs","crimeLocation"
"t17610916-5","t17610916-52-crimeloc274","Ashentree-court, White-stairs","crimeLocation"
"t17610916-58","t17610916-58-crimeloc304","the Poultry","crimeLocation"
"t17610916-5","t17610916-58-crimeloc304","the Poultry","crimeLocation"
"t17621020-25","t17621020-25-crimeloc123","the Queen's Head in the Old Bailey","crimeLocation"
"t17621020-4","t17621020-4-crimeloc15","Ragfair","crimeLocation"
"t17600709-1","t17600709-1-crimeloc4","the King's head, the corner of Prince's street, Drury lane","crimeLocation"
"t17600709-1","t17600709-12-crimeloc66","the White Conduit, by Islington","crimeLocation"
"t17600709-12","t17600709-12-crimeloc66","the White Conduit, by Islington","crimeLocation"
"t17600709-18","t17600709-18-crimeloc101","the Jane Shore in Shoreditch, a public house","crimeLocation"
"t17600709-1","t17600709-18-crimeloc101","the Jane Shore in Shoreditch, a public house","crimeLocation"
"t17610225-3","t17610225-32-crimeloc159","Fleet-street","crimeLocation"
"t17610225-32","t17610225-32-crimeloc159","Fleet-street","crimeLocation"
"t17611021-1","t17611021-10-crimeloc44","Water-street, in the Strand, it goes down out of Arundel-street","crimeLocation"
"t17611021-10","t17611021-10-crimeloc44","Water-street, in the Strand, it goes down out of Arundel-street","crimeLocation"
"t17620526-2","t17620526-2-crimeloc9","Lower Gun-alley, Wapping","crimeLocation"
"t17620526-6","t17620526-6-crimeloc32","the Rose and Crown, St. Giles's","crimeLocation"
"t17620714-1","t17620714-1-crimeloc4","Cornhill","crimeLocation"
"t17620714-1","t17620714-11-crimeloc48","Poultry","crimeLocation"
"t17620714-11","t17620714-11-crimeloc48","Poultry","crimeLocation"
"t17600709-3","t17600709-31-crimeloc162","Hart street","crimeLocation"
"t17600709-31","t17600709-31-crimeloc162","Hart street","crimeLocation"
"t17600709-9","t17600709-9-crimeloc51","St. Bartholomew the Great","crimeLocation"
"t17610225-9","t17610225-9-crimeloc44","Fleet-street","crimeLocation"
"t17610401-11","t17610401-11-crimeloc61","Tottenham","crimeLocation"
"t17610401-12","t17610401-12-crimeloc67","Fleet-street, by the King's head-tavern","crimeLocation"
"t17610401-15","t17610401-15-crimeloc88","Fleet-lane","crimeLocation"
"t17611021-1","t17611021-14-crimeloc70","Fenchurch-street","crimeLocation"
"t17611021-14","t17611021-14-crimeloc70","Fenchurch-street","crimeLocation"
"t17611021-1","t17611021-17-crimeloc87","Cox's key","crimeLocation"
"t17611021-17","t17611021-17-crimeloc87","Cox's key","crimeLocation"
"t17611021-20","t17611021-20-crimeloc103","King James's-stairs, Wapping","crimeLocation"
"t17611021-21","t17611021-21-crimeloc108","the king George the 3d, it formerly was the prince of Wales's head","crimeLocation"
"t17620917-2","t17620917-2-crimeloc9","Bishopsgate-street","crimeLocation"
"t17620917-21","t17620917-21-crimeloc111","Burr-street","crimeLocation"
"t17620917-2","t17620917-21-crimeloc111","Burr-street","crimeLocation"
"t17600910-1","t17600910-12-crimeloc63","New Bond-street","crimeLocation"
"t17600910-12","t17600910-12-crimeloc63","New Bond-street","crimeLocation"
"t17610401-2","t17610401-2-crimeloc9","Tower-hill","crimeLocation"
"t17610401-20","t17610401-20-crimeloc113","Wytch-street by the Two-brewers","crimeLocation"
"t17610401-2","t17610401-20-crimeloc113","Wytch-street by the Two-brewers","crimeLocation"
"t17611021-31","t17611021-31-crimeloc162","Jermin-street","crimeLocation"
"t17621208-1","t17621208-1-crimeloc3","St. James's market","crimeLocation"
"t17621208-1","t17621208-10-crimeloc65","Fetherstone-street, Bunhill-row","crimeLocation"
"t17621208-10","t17621208-10-crimeloc65","Fetherstone-street, Bunhill-row","crimeLocation"
"t17600910-2","t17600910-28-crimeloc146","Turk's head yard, Turnmill-street","crimeLocation"
"t17600910-28","t17600910-28-crimeloc146","Turk's head yard, Turnmill-street","crimeLocation"
"t17600910-3","t17600910-31-crimeloc163","Red Cross street by Cripplegate","crimeLocation"
"t17600910-31","t17600910-31-crimeloc163","Red Cross street by Cripplegate","crimeLocation"
"t17600910-3","t17600910-35-crimeloc181","Wapping stairs","crimeLocation"
"t17600910-35","t17600910-35-crimeloc181","Wapping stairs","crimeLocation"
"t17610401-9","t17610401-9-crimeloc49","White's-alley, Chancery-lane","crimeLocation"
"t17620714-37","t17620714-37-crimeloc172","the Hermitage","crimeLocation"
"t17620714-39","t17620714-39-crimeloc183","St. Bartholomew's hospital","crimeLocation"
"t17600910-5","t17600910-5-crimeloc26","Waltham cross , in the parish of Chesson","crimeLocation"
"t17610506-10","t17610506-10-crimeloc57","Fleet-street","crimeLocation"
"t17610506-2","t17610506-2-crimeloc10","the Golden Lion in St. John's-street","crimeLocation"
"t17610506-2","t17610506-22-crimeloc119","Water-lane, Black-friars","crimeLocation"
"t17610506-22","t17610506-22-crimeloc119","Water-lane, Black-friars","crimeLocation"
"t17610506-26","t17610506-26-crimeloc139","Holbourn","crimeLocation"
"t17610506-2","t17610506-26-crimeloc139","Holbourn","crimeLocation"
"t17610506-27","t17610506-27-crimeloc146","Glass-house-street","crimeLocation"
"t17610506-2","t17610506-27-crimeloc146","Glass-house-street","crimeLocation"
"t17610506-3","t17610506-3-crimeloc16","Great Suffolk-street","crimeLocation"
"t17611209-1","t17611209-10-crimeloc63","Guildhall","crimeLocation"
"t17611209-10","t17611209-10-crimeloc63","Guildhall","crimeLocation"
"t17611209-1","t17611209-13-crimeloc81","the Sun in Drury-lane","crimeLocation"
"t17611209-13","t17611209-13-crimeloc81","the Sun in Drury-lane","crimeLocation"
"t17611209-27","t17611209-27-crimeloc156","Kingsborough, near Edgware","crimeLocation"
"t17611209-28","t17611209-28-crimeloc163","Bloomsbury-square","crimeLocation"
"t17620917-5","t17620917-5-crimeloc25","Silver-street, Golden-square","crimeLocation"
"t17620917-6","t17620917-6-crimeloc32","New Broad-street","crimeLocation"
"t17601022-1","t17601022-14-crimeloc84","George court, East Smithfield","crimeLocation"
"t17601022-14","t17601022-14-crimeloc84","George court, East Smithfield","crimeLocation"
"t17601022-1","t17601022-18-crimeloc106","parish of St. John's Wapping","crimeLocation"
"t17601022-18","t17601022-18-crimeloc106","parish of St. John's Wapping","crimeLocation"
"t17610506-4","t17610506-4-crimeloc23","St. Clement's church in the Strand","crimeLocation"
"t17611209-3","t17611209-3-crimeloc17","Holbourn","crimeLocation"
"t17611209-32","t17611209-32-crimeloc181","Princes Square, Ratcliff highway","crimeLocation"
"t17611209-3","t17611209-32-crimeloc181","Princes Square, Ratcliff highway","crimeLocation"
"t17611209-36","t17611209-36-crimeloc200","Fleet-market","crimeLocation"
"t17611209-3","t17611209-36-crimeloc200","Fleet-market","crimeLocation"
"t17611209-37","t17611209-37-crimeloc206","Mansion-house","crimeLocation"
"t17611209-3","t17611209-37-crimeloc206","Mansion-house","crimeLocation"
"t17611209-39","t17611209-39-crimeloc223","Ratcliff Highway","crimeLocation"
"t17611209-3","t17611209-39-crimeloc223","Ratcliff Highway","crimeLocation"
"t17621208-1","t17621208-16-crimeloc98","Hermitage bridge","crimeLocation"
"t17621208-16","t17621208-16-crimeloc98","Hermitage bridge","crimeLocation"
"t17621208-2","t17621208-2-crimeloc12","Shoe-lane","crimeLocation"
"t17621208-3","t17621208-3-crimeloc17","St. James's","crimeLocation"
"t17621208-3","t17621208-30-crimeloc160","Broad St. Giles's","crimeLocation"
"t17621208-30","t17621208-30-crimeloc160","Broad St. Giles's","crimeLocation"
"t17601022-2","t17601022-20-crimeloc119","Drury-lane, by the end of Middlesex-court","crimeLocation"
"t17601022-20","t17601022-20-crimeloc119","Drury-lane, by the end of Middlesex-court","crimeLocation"
"t17601022-5","t17601022-5-crimeloc33","seven Dials, in Queen-street","crimeLocation"
"t17610625-11","t17610625-11-crimeloc59","Brown's gardens","crimeLocation"
"t17610625-2","t17610625-2-crimeloc8","the Court of King's-bench , Guildhall","crimeLocation"
"t17610625-2","t17610625-20-crimeloc113","Darby court, Piccadilly","crimeLocation"
"t17610625-20","t17610625-20-crimeloc113","Darby court, Piccadilly","crimeLocation"
"t17611209-39","t17611209-39-crimeloc228","Blueboar court, Rosemary-lane","crimeLocation"
"t17611209-3","t17611209-39-crimeloc228","Blueboar court, Rosemary-lane","crimeLocation"
"t17611209-4","t17611209-4-crimeloc25","Greek-street, Soho","crimeLocation"
"t17611209-5","t17611209-5-crimeloc30","Covent Garden","crimeLocation"
"t17611209-7","t17611209-7-crimeloc40","Somerset house yard","crimeLocation"
"t17620917-1","t17620917-1-crimeloc2","Finchley","crimeLocation"
"t17620917-12","t17620917-12-crimeloc65","the vault of Mr. Langston , Crutched-fryars","crimeLocation"
"t17620917-1","t17620917-12-crimeloc65","the vault of Mr. Langston , Crutched-fryars","crimeLocation"
"t17601022-6","t17601022-6-crimeloc39","Hanover-square","crimeLocation"
"t17610625-2","t17610625-24-crimeloc142","Whitechapel","crimeLocation"
"t17610625-24","t17610625-24-crimeloc142","Whitechapel","crimeLocation"
"t17610625-2","t17610625-26-crimeloc153","George-street, Hanover-square","crimeLocation"
"t17610625-26","t17610625-26-crimeloc153","George-street, Hanover-square","crimeLocation"
"t17610625-3","t17610625-3-crimeloc14","Fisher-street, Red-lion-square","crimeLocation"
"t17611209-8","t17611209-8-crimeloc47","Red-Lion Street, Holborn","crimeLocation"
"t17620114-13","t17620114-13-crimeloc66","Peter-street, Cow-cross","crimeLocation"
