"ID","DATESTAMP"
"t18190113-29","1/13/1819"
"t18180617-87","6/17/1818"
"t18180909-43","9/9/1818"
"t18180909-46","9/9/1818"
"t18181202-115","12/2/1818"
"t18190113-38","1/13/1819"
"t18190113-46","1/13/1819"
"t18180909-112","9/9/1818"
"t18181028-1","10/28/1818"
"t18181028-107","10/28/1818"
"t18181202-146","12/2/1818"
"t18181028-118","10/28/1818"
"t18181028-135","10/28/1818"
"t18181202-154","12/2/1818"
"t18190217-100","2/17/1819"
"t18190217-102","2/17/1819"
"t18181028-139","10/28/1818"
"t18181028-14","10/28/1818"
"t18181028-140","10/28/1818"
"t18180909-175","9/9/1818"
"t18181028-148","10/28/1818"
"t18181202-21","12/2/1818"
"t18181202-23","12/2/1818"
"t18181202-39","12/2/1818"
"t18190217-174","2/17/1819"
"t18180909-19","9/9/1818"
"t18190217-111","2/17/1819"
"t18180909-210","9/9/1818"
"t18181202-77","12/2/1818"
"t18190217-147","2/17/1819"
"t18180909-217","9/9/1818"
"t18181202-8","12/2/1818"
"t18190113-58","1/13/1819"
"t18180617-160","6/17/1818"
"t18180909-251","9/9/1818"
"t18181028-34","10/28/1818"
"t18190113-105","1/13/1819"
"t18180617-177","6/17/1818"
"t18180909-274","9/9/1818"
"t18181028-52","10/28/1818"
"t18181028-59","10/28/1818"
"t18201028-104","10/28/1820"
"t18200628-172","6/28/1820"
"t18200517-108","5/17/1820"
"t18200517-11","5/17/1820"
"t18200628-33","6/28/1820"
"t18200628-43","6/28/1820"
"t18200918-205","9/18/1820"
"t18201028-130","10/28/1820"
"t18200628-81","6/28/1820"
"t18200918-231","9/18/1820"
"t18201028-144","10/28/1820"
"t18200517-22","5/17/1820"
"t18200517-24","5/17/1820"
"t18201206-121","12/6/1820"
"t18200517-43","5/17/1820"
"t18200628-98","6/28/1820"
"t18201028-31","10/28/1820"
"t18200517-50","5/17/1820"
"t18200918-119","9/18/1820"
"t18200918-12","9/18/1820"
"t18200918-265","9/18/1820"
"t18201028-70","10/28/1820"
"t18201028-37","10/28/1820"
"t18201028-77","10/28/1820"
"t18200628-104","6/28/1820"
"t18200918-317","9/18/1820"
"t18200628-120","6/28/1820"
"t18200918-176","9/18/1820"
"t18200918-183","9/18/1820"
"t18200918-35","9/18/1820"
"t18201206-10","12/6/1820"
"t18200628-141","6/28/1820"
"t18200918-75","9/18/1820"
"t18201028-18","10/28/1820"
"t18201028-24","10/28/1820"
"t18200412-87","4/12/1820"
"t18200112-88","1/12/1820"
"t18200112-89","1/12/1820"
"t18200112-92","1/12/1820"
"t18191201-156","12/1/1819"
"t18191027-131","10/27/1819"
"t18191201-182","12/1/1819"
"t18200217-11","2/17/1820"
"t18200217-120","2/17/1820"
"t18200217-121","2/17/1820"
"t18191027-150","10/27/1819"
"t18191027-159","10/27/1819"
"t18200217-146","2/17/1820"
"t18200412-172","4/12/1820"
"t18191027-165","10/27/1819"
"t18191201-27","12/1/1819"
"t18200217-169","2/17/1820"
"t18200412-186","4/12/1820"
"t18191027-20","10/27/1819"
"t18191201-56","12/1/1819"
"t18200217-32","2/17/1820"
"t18200217-35","2/17/1820"
"t18200412-69","4/12/1820"
"t18191027-42","10/27/1819"
"t18200217-43","2/17/1820"
"t18191027-51","10/27/1819"
"t18191201-96","12/1/1819"
"t18200412-39","4/12/1820"
"t18191027-70","10/27/1819"
"t18200217-70","2/17/1820"
"t18191027-81","10/27/1819"
"t18191027-86","10/27/1819"
"t18200112-120","1/12/1820"
"t18200217-9","2/17/1820"
"t18200412-25","4/12/1820"
"t18200112-133","1/12/1820"
"t18200217-96","2/17/1820"
"t18200112-36","1/12/1820"
"t18200217-99","2/17/1820"
"t18191027-100","10/27/1819"
"t18191201-129","12/1/1819"
"t18191201-135","12/1/1819"
"t18191201-149","12/1/1819"
"t18200112-78","1/12/1820"
"t18211205-105","12/5/1821"
"t18210912-17","9/12/1821"
"t18220109-126","1/9/1822"
"t18220109-127","1/9/1822"
"t18220109-14","1/9/1822"
"t18220220-5","2/20/1822"
"t18220220-57","2/20/1822"
"t18211205-135","12/5/1821"
"t18220220-63","2/20/1822"
"t18211205-143","12/5/1821"
"t18220109-28","1/9/1822"
"t18210912-89","9/12/1821"
"t18211205-158","12/5/1821"
"t18220109-6","1/9/1822"
"t18220220-87","2/20/1822"
"t18211024-102","10/24/1821"
"t18220109-77","1/9/1822"
"t18220109-90","1/9/1822"
"t18220417-134","4/17/1822"
"t18211024-12","10/24/1821"
"t18220220-10","2/20/1822"
"t18220220-108","2/20/1822"
"t18211024-122","10/24/1821"
"t18220220-116","2/20/1822"
"t18211205-66","12/5/1821"
"t18211024-25","10/24/1821"
"t18211024-32","10/24/1821"
"t18211024-34","10/24/1821"
"t18211205-7","12/5/1821"
"t18220417-215","4/17/1822"
"t18211205-91","12/5/1821"
"t18220220-182","2/20/1822"
"t18211024-63","10/24/1821"
"t18220109-100","1/9/1822"
"t18220109-101","1/9/1822"
"t18220109-108","1/9/1822"
"t18220109-110","1/9/1822"
"t18220220-196","2/20/1822"
"t18220220-200","2/20/1822"
"t18220220-205","2/20/1822"
"t18220220-83","2/20/1822"
"t18210606-68","6/6/1821"
"t18210214-125","2/14/1821"
"t18210606-89","6/6/1821"
"t18201206-21","12/6/1820"
"t18210214-149","2/14/1821"
"t18210214-26","2/14/1821"
"t18210411-55","4/11/1821"
"t18210718-127","7/18/1821"
"t18210718-140","7/18/1821"
"t18210411-89","4/11/1821"
"t18210718-29","7/18/1821"
"t18201206-73","12/6/1820"
"t18201206-80","12/6/1820"
"t18210606-11","6/6/1821"
"t18210912-106","9/12/1821"
"t18210214-53","2/14/1821"
"t18210214-66","2/14/1821"
"t18210912-131","9/12/1821"
"t18210718-66","7/18/1821"
"t18210110-109","1/10/1821"
"t18210214-9","2/14/1821"
"t18210606-152","6/6/1821"
"t18210606-158","6/6/1821"
"t18210110-28","1/10/1821"
"t18210110-42","1/10/1821"
"t18210214-92","2/14/1821"
"t18210912-132","9/12/1821"
"t18210110-47","1/10/1821"
"t18210110-51","1/10/1821"
"t18210411-102","4/11/1821"
"t18210606-185","6/6/1821"
"t18210606-2","6/6/1821"
"t18210606-26","6/6/1821"
"t18210110-7","1/10/1821"
"t18210606-35","6/6/1821"
"t18210110-74","1/10/1821"
"t18210606-42","6/6/1821"
"t18210606-45","6/6/1821"
"t18201206-156","12/6/1820"
"t18201206-161","12/6/1820"
"t18210606-60","6/6/1821"
"t18210606-63","6/6/1821"
"t18210214-114","2/14/1821"
"t18210214-116","2/14/1821"
"t18230910-302","9/10/1823"
"t18230910-314","9/10/1823"
"t18240114-24","1/14/1824"
"t18240114-26","1/14/1824"
"t18230910-319","9/10/1823"
"t18230910-32","9/10/1823"
"t18240114-8","1/14/1824"
"t18230625-137","6/25/1823"
"t18231203-15","12/3/1823"
"t18230625-16","6/25/1823"
"t18230625-30","6/25/1823"
"t18230625-35","6/25/1823"
"t18230910-76","9/10/1823"
"t18230910-87","9/10/1823"
"t18231203-163","12/3/1823"
"t18240218-97","2/18/1824"
"t18240218-128","2/18/1824"
"t18231022-130","10/22/1823"
"t18231203-38","12/3/1823"
"t18240218-35","2/18/1824"
"t18230625-99","6/25/1823"
"t18231203-57","12/3/1823"
"t18240407-100","4/7/1824"
"t18240407-102","4/7/1824"
"t18230910-106","9/10/1823"
"t18230910-13","9/10/1823"
"t18230910-145","9/10/1823"
"t18231203-66","12/3/1823"
"t18240218-14","2/18/1824"
"t18240218-145","2/18/1824"
"t18230910-16","9/10/1823"
"t18240114-113","1/14/1824"
"t18231022-56","10/22/1823"
"t18231022-57","10/22/1823"
"t18240218-148","2/18/1824"
"t18231022-74","10/22/1823"
"t18231022-82","10/22/1823"
"t18231022-84","10/22/1823"
"t18231022-90","10/22/1823"
"t18240218-110","2/18/1824"
"t18240218-118","2/18/1824"
"t18230910-266","9/10/1823"
"t18230514-118","5/14/1823"
"t18221204-32","12/4/1822"
"t18230219-56","2/19/1823"
"t18230219-61","2/19/1823"
"t18220417-92","4/17/1822"
"t18221204-52","12/4/1822"
"t18220522-113","5/22/1822"
"t18220911-236","9/11/1822"
"t18221204-57","12/4/1822"
"t18230219-76","2/19/1823"
"t18230219-83","2/19/1823"
"t18220911-247","9/11/1822"
"t18221204-91","12/4/1822"
"t18230115-103","1/15/1823"
"t18220911-266","9/11/1822"
"t18230115-115","1/15/1823"
"t18230409-132","4/9/1823"
"t18220911-40","9/11/1822"
"t18220911-46","9/11/1822"
"t18230409-171","4/9/1823"
"t18230409-181","4/9/1823"
"t18220911-57","9/11/1822"
"t18230115-172","1/15/1823"
"t18230115-175","1/15/1823"
"t18230409-219","4/9/1823"
"t18230409-37","4/9/1823"
"t18220911-66","9/11/1822"
"t18220911-74","9/11/1822"
"t18230409-74","4/9/1823"
"t18230115-39","1/15/1823"
"t18220703-138","7/3/1822"
"t18220703-143","7/3/1822"
"t18220703-146","7/3/1822"
"t18230115-57","1/15/1823"
"t18230514-104","5/14/1823"
"t18220703-52","7/3/1822"
"t18221023-37","10/23/1822"
"t18221023-63","10/23/1822"
"t18230115-98","1/15/1823"
"t18230219-109","2/19/1823"
"t18230409-66","4/9/1823"
"t18221023-71","10/23/1822"
"t18230219-136","2/19/1823"
"t18230219-137","2/19/1823"
"t18220911-119","9/11/1822"
"t18230219-30","2/19/1823"
"t18220911-128","9/11/1822"
"t18221204-158","12/4/1822"
"t18250113-46","1/13/1825"
"t18250113-5","1/13/1825"
"t18250113-53","1/13/1825"
"t18250915-297","9/15/1825"
"t18250915-309","9/15/1825"
"t18250915-321","9/15/1825"
"t18250217-139","2/17/1825"
"t18250407-35","4/7/1825"
"t18250407-55","4/7/1825"
"t18250630-109","6/30/1825"
"t18250217-145","2/17/1825"
"t18250407-66","4/7/1825"
"t18250630-125","6/30/1825"
"t18250915-355","9/15/1825"
"t18250915-363","9/15/1825"
"t18250630-16","6/30/1825"
"t18250519-130","5/19/1825"
"t18250630-24","6/30/1825"
"t18250217-46","2/17/1825"
"t18250519-143","5/19/1825"
"t18250630-49","6/30/1825"
"t18250217-80","2/17/1825"
"t18250217-84","2/17/1825"
"t18250519-158","5/19/1825"
"t18250519-171","5/19/1825"
"t18250630-75","6/30/1825"
"t18250630-78","6/30/1825"
"t18251027-21","10/27/1825"
"t18250519-18","5/19/1825"
"t18250915-86","9/15/1825"
"t18250407-120","4/7/1825"
"t18250915-113","9/15/1825"
"t18250407-131","4/7/1825"
"t18250519-35","5/19/1825"
"t18250519-41","5/19/1825"
"t18251027-26","10/27/1825"
"t18250407-149","4/7/1825"
"t18250915-155","9/15/1825"
"t18250915-181","9/15/1825"
"t18251027-117","10/27/1825"
"t18250407-19","4/7/1825"
"t18250407-20","4/7/1825"
"t18250519-89","5/19/1825"
"t18250915-252","9/15/1825"
"t18250407-225","4/7/1825"
"t18250915-257","9/15/1825"
"t18250915-259","9/15/1825"
"t18250113-73","1/13/1825"
"t18241028-87","10/28/1824"
"t18240407-153","4/7/1824"
"t18240407-169","4/7/1824"
"t18240715-137","7/15/1824"
"t18240407-202","4/7/1824"
"t18241202-136","12/2/1824"
"t18240715-164","7/15/1824"
"t18241202-156","12/2/1824"
"t18240407-85","4/7/1824"
"t18240916-72","9/16/1824"
"t18241202-83","12/2/1824"
"t18250113-117","1/13/1825"
"t18240603-115","6/3/1824"
"t18240603-120","6/3/1824"
"t18240715-74","7/15/1824"
"t18241028-124","10/28/1824"
"t18241028-125","10/28/1824"
"t18241202-5","12/2/1824"
"t18241202-54","12/2/1824"
"t18241202-58","12/2/1824"
"t18250113-124","1/13/1825"
"t18250113-137","1/13/1825"
"t18240603-183","6/3/1824"
"t18241028-15","10/28/1824"
"t18241028-154","10/28/1824"
"t18250113-187","1/13/1825"
"t18250113-192","1/13/1825"
"t18250113-197","1/13/1825"
"t18240603-21","6/3/1824"
"t18241202-77","12/2/1824"
"t18241202-79","12/2/1824"
"t18241028-177","10/28/1824"
"t18250113-150","1/13/1825"
"t18240916-156","9/16/1824"
"t18241028-32","10/28/1824"
"t18240603-86","6/3/1824"
"t18241028-44","10/28/1824"
"t18240407-134","4/7/1824"
"t18240916-211","9/16/1824"
"t18240916-212","9/16/1824"
"t18241028-57","10/28/1824"
"t18241028-61","10/28/1824"
"t18241028-76","10/28/1824"
"t18240407-151","4/7/1824"
"t18240715-112","7/15/1824"
"t18240715-118","7/15/1824"
"t18260622-37","6/22/1826"
"t18260914-381","9/14/1826"
"t18260622-40","6/22/1826"
"t18261207-156","12/7/1826"
"t18260914-4","9/14/1826"
"t18261207-176","12/7/1826"
"t18260914-424","9/14/1826"
"t18260914-427","9/14/1826"
"t18261026-196","10/26/1826"
"t18260914-163","9/14/1826"
"t18260914-165","9/14/1826"
"t18261026-199","10/26/1826"
"t18261026-205","10/26/1826"
"t18261207-192","12/7/1826"
"t18261207-21","12/7/1826"
"t18260914-188","9/14/1826"
"t18260914-19","9/14/1826"
"t18261207-86","12/7/1826"
"t18260914-194","9/14/1826"
"t18260914-467","9/14/1826"
"t18260914-469","9/14/1826"
"t18261207-222","12/7/1826"
"t18260914-21","9/14/1826"
"t18261207-33","12/7/1826"
"t18260914-8","9/14/1826"
"t18260914-248","9/14/1826"
"t18260914-252","9/14/1826"
"t18260914-266","9/14/1826"
"t18261026-104","10/26/1826"
"t18261026-115","10/26/1826"
"t18261026-117","10/26/1826"
"t18261026-122","10/26/1826"
"t18261026-125","10/26/1826"
"t18261026-66","10/26/1826"
"t18261026-7","10/26/1826"
"t18261026-129","10/26/1826"
"t18261026-83","10/26/1826"
"t18261207-261","12/7/1826"
"t18261207-262","12/7/1826"
"t18260914-334","9/14/1826"
"t18261026-97","10/26/1826"
"t18261207-54","12/7/1826"
"t18261207-60","12/7/1826"
"t18260914-358","9/14/1826"
"t18261207-109","12/7/1826"
"t18261207-211","12/7/1826"
"t18260914-37","9/14/1826"
"t18260622-227","6/22/1826"
"t18260622-232","6/22/1826"
"t18261207-126","12/7/1826"
"t18261207-128","12/7/1826"
"t18260622-80","6/22/1826"
"t18260406-198","4/6/1826"
"t18260511-144","5/11/1826"
"t18260511-151","5/11/1826"
"t18251027-76","10/27/1825"
"t18260112-85","1/12/1826"
"t18260112-9","1/12/1826"
"t18260406-206","4/6/1826"
"t18260511-160","5/11/1826"
"t18260511-174","5/11/1826"
"t18251027-85","10/27/1825"
"t18251027-95","10/27/1825"
"t18260216-100","2/16/1826"
"t18260511-49","5/11/1826"
"t18251208-105","12/8/1825"
"t18251208-113","12/8/1825"
"t18260216-119","2/16/1826"
"t18260216-129","2/16/1826"
"t18260511-50","5/11/1826"
"t18260216-135","2/16/1826"
"t18260216-152","2/16/1826"
"t18251208-140","12/8/1825"
"t18260216-176","2/16/1826"
"t18260216-18","2/16/1826"
"t18260406-252","4/6/1826"
"t18260406-259","4/6/1826"
"t18260622-146","6/22/1826"
"t18251208-19","12/8/1825"
"t18260216-191","2/16/1826"
"t18260216-197","2/16/1826"
"t18260216-203","2/16/1826"
"t18260622-185","6/22/1826"
"t18251208-56","12/8/1825"
"t18260216-206","2/16/1826"
"t18260216-212","2/16/1826"
"t18260622-113","6/22/1826"
"t18251208-83","12/8/1825"
"t18260216-42","2/16/1826"
"t18251208-90","12/8/1825"
"t18251208-99","12/8/1825"
"t18260406-49","4/6/1826"
"t18260622-195","6/22/1826"
"t18260406-60","4/6/1826"
"t18260406-65","4/6/1826"
"t18260622-127","6/22/1826"
"t18260622-131","6/22/1826"
"t18260216-95","2/16/1826"
"t18260406-82","4/6/1826"
"t18260622-171","6/22/1826"
"t18260511-101","5/11/1826"
"t18260511-103","5/11/1826"
"t18260112-157","1/12/1826"
"t18260406-143","4/6/1826"
"t18260511-112","5/11/1826"
"t18251027-39","10/27/1825"
"t18260112-33","1/12/1826"
"t18260406-157","4/6/1826"
"t18260406-158","4/6/1826"
"t18260511-135","5/11/1826"
"t18260511-138","5/11/1826"
"t18251027-60","10/27/1825"
"t18260112-51","1/12/1826"
"t18260112-67","1/12/1826"
"t18260406-177","4/6/1826"
"t18270712-241","7/12/1827"
"t18271206-212","12/6/1827"
"t18270712-83","7/12/1827"
"t18270913-288","9/13/1827"
"t18271206-239","12/6/1827"
"t18271206-240","12/6/1827"
"t18270913-31","9/13/1827"
"t18271025-18","10/25/1827"
"t18271025-192","10/25/1827"
"t18271025-193","10/25/1827"
"t18271025-198","10/25/1827"
"t18271206-4","12/6/1827"
"t18271206-6","12/6/1827"
"t18270913-138","9/13/1827"
"t18270913-342","9/13/1827"
"t18270913-354","9/13/1827"
"t18280110-188","1/10/1828"
"t18271025-227","10/25/1827"
"t18271025-242","10/25/1827"
"t18270913-172","9/13/1827"
"t18270913-41","9/13/1827"
"t18270913-47","9/13/1827"
"t18280110-201","1/10/1828"
"t18280110-217","1/10/1828"
"t18280110-218","1/10/1828"
"t18270913-74","9/13/1827"
"t18280110-114","1/10/1828"
"t18270913-79","9/13/1827"
"t18271025-82","10/25/1827"
"t18270913-210","9/13/1827"
"t18270913-98","9/13/1827"
"t18271025-106","10/25/1827"
"t18271025-109","10/25/1827"
"t18271206-106","12/6/1827"
"t18271206-113","12/6/1827"
"t18280110-53","1/10/1828"
"t18270913-223","9/13/1827"
"t18271206-139","12/6/1827"
"t18280110-122","1/10/1828"
"t18271025-124","10/25/1827"
"t18271206-143","12/6/1827"
"t18280110-17","1/10/1828"
"t18270913-260","9/13/1827"
"t18270913-261","9/13/1827"
"t18270712-215","7/12/1827"
"t18270712-233","7/12/1827"
"t18270712-75","7/12/1827"
"t18270405-52","4/5/1827"
"t18270111-157","1/11/1827"
"t18270215-241","2/15/1827"
"t18270215-252","2/15/1827"
"t18270405-68","4/5/1827"
"t18270405-71","4/5/1827"
"t18270215-41","2/15/1827"
"t18270531-284","5/31/1827"
"t18270215-72","2/15/1827"
"t18270215-78","2/15/1827"
"t18270405-78","4/5/1827"
"t18270405-81","4/5/1827"
"t18270531-306","5/31/1827"
"t18270111-211","1/11/1827"
"t18270531-325","5/31/1827"
"t18270111-31","1/11/1827"
"t18270111-34","1/11/1827"
"t18270405-109","4/5/1827"
"t18270531-6","5/31/1827"
"t18270531-61","5/31/1827"
"t18270405-128","4/5/1827"
"t18270712-104","7/12/1827"
"t18270712-116","7/12/1827"
"t18270111-65","1/11/1827"
"t18270531-136","5/31/1827"
"t18270712-171","7/12/1827"
"t18270712-172","7/12/1827"
"t18270111-73","1/11/1827"
"t18270111-75","1/11/1827"
"t18270531-72","5/31/1827"
"t18270531-79","5/31/1827"
"t18270531-8","5/31/1827"
"t18270215-101","2/15/1827"
"t18270531-164","5/31/1827"
"t18270215-108","2/15/1827"
"t18270712-179","7/12/1827"
"t18270712-199","7/12/1827"
"t18270215-137","2/15/1827"
"t18270215-140","2/15/1827"
"t18270215-157","2/15/1827"
"t18270215-158","2/15/1827"
"t18270405-205","4/5/1827"
"t18270712-156","7/12/1827"
"t18270215-182","2/15/1827"
"t18270405-22","4/5/1827"
"t18270405-240","4/5/1827"
"t18270111-120","1/11/1827"
"t18270215-218","2/15/1827"
"t18270405-259","4/5/1827"
"t18270531-235","5/31/1827"
"t18270215-229","2/15/1827"
"t18270215-23","2/15/1827"
"t18270405-40","4/5/1827"
"t18290716-24","7/16/1829"
"t18290716-137","7/16/1829"
"t18290716-144","7/16/1829"
"t18291029-31","10/29/1829"
"t18291029-33","10/29/1829"
"t18290716-41","7/16/1829"
"t18290716-49","7/16/1829"
"t18290910-223","9/10/1829"
"t18290910-71","9/10/1829"
"t18290910-78","9/10/1829"
"t18291029-55","10/29/1829"
"t18290716-53","7/16/1829"
"t18291029-63","10/29/1829"
"t18291029-67","10/29/1829"
"t18290716-71","7/16/1829"
"t18290910-246","9/10/1829"
"t18291203-174","12/3/1829"
"t18290716-77","7/16/1829"
"t18290716-81","7/16/1829"
"t18290716-84","7/16/1829"
"t18290910-265","9/10/1829"
"t18290910-268","9/10/1829"
"t18291029-110","10/29/1829"
"t18290716-87","7/16/1829"
"t18291029-137","10/29/1829"
"t18290910-12","9/10/1829"
"t18290910-123","9/10/1829"
"t18290910-28","9/10/1829"
"t18290910-283","9/10/1829"
"t18291029-172","10/29/1829"
"t18291203-205","12/3/1829"
"t18290910-157","9/10/1829"
"t18290910-160","9/10/1829"
"t18291029-184","10/29/1829"
"t18291203-113","12/3/1829"
"t18290910-175","9/10/1829"
"t18291203-155","12/3/1829"
"t18290910-56","9/10/1829"
"t18291029-203","10/29/1829"
"t18290910-193","9/10/1829"
"t18291029-218","10/29/1829"
"t18291029-222","10/29/1829"
"t18291029-236","10/29/1829"
"t18280221-79","2/21/1828"
"t18280410-74","4/10/1828"
"t18280410-82","4/10/1828"
"t18280529-71","5/29/1828"
"t18280221-13","2/21/1828"
"t18280221-80","2/21/1828"
"t18280221-91","2/21/1828"
"t18280529-76","5/29/1828"
"t18280529-81","5/29/1828"
"t18280529-86","5/29/1828"
"t18280529-9","5/29/1828"
"t18280221-141","2/21/1828"
"t18280221-159","2/21/1828"
"t18280529-131","5/29/1828"
"t18280221-162","2/21/1828"
"t18280221-169","2/21/1828"
"t18280703-140","7/3/1828"
"t18280703-142","7/3/1828"
"t18280410-147","4/10/1828"
"t18280410-155","4/10/1828"
"t18280703-196","7/3/1828"
"t18280703-198","7/3/1828"
"t18280529-165","5/29/1828"
"t18280529-170","5/29/1828"
"t18280221-204","2/21/1828"
"t18280410-183","4/10/1828"
"t18280410-199","4/10/1828"
"t18280221-240","2/21/1828"
"t18280410-213","4/10/1828"
"t18280529-198","5/29/1828"
"t18280703-77","7/3/1828"
"t18280703-78","7/3/1828"
"t18280703-88","7/3/1828"
"t18280221-277","2/21/1828"
"t18280410-218","4/10/1828"
"t18280410-22","4/10/1828"
"t18280410-224","4/10/1828"
"t18280529-225","5/29/1828"
"t18280703-17","7/3/1828"
"t18280703-173","7/3/1828"
"t18280703-177","7/3/1828"
"t18280221-283","2/21/1828"
"t18280410-23","4/10/1828"
"t18280529-24","5/29/1828"
"t18280221-310","2/21/1828"
"t18280410-260","4/10/1828"
"t18280529-258","5/29/1828"
"t18280221-36","2/21/1828"
"t18280221-42","2/21/1828"
"t18280410-276","4/10/1828"
"t18280911-12","9/11/1828"
"t18281204-61","12/4/1828"
"t18280911-160","9/11/1828"
"t18280911-162","9/11/1828"
"t18281204-74","12/4/1828"
"t18281204-90","12/4/1828"
"t18281023-64","10/23/1828"
"t18281204-96","12/4/1828"
"t18281204-99","12/4/1828"
"t18290115-1","1/15/1829"
"t18280911-199","9/11/1828"
"t18280911-210","9/11/1828"
"t18281023-119","10/23/1828"
"t18281023-79","10/23/1828"
"t18281023-91","10/23/1828"
"t18281023-92","10/23/1828"
"t18281204-1","12/4/1828"
"t18290115-113","1/15/1829"
"t18290115-226","1/15/1829"
"t18290115-227","1/15/1829"
"t18290115-242","1/15/1829"
"t18280911-290","9/11/1828"
"t18290115-139","1/15/1829"
"t18280911-3","9/11/1828"
"t18281204-154","12/4/1828"
"t18281204-168","12/4/1828"
"t18280911-303","9/11/1828"
"t18281023-188","10/23/1828"
"t18281204-175","12/4/1828"
"t18290115-149","1/15/1829"
"t18280911-348","9/11/1828"
"t18281204-205","12/4/1828"
"t18281204-208","12/4/1828"
"t18281204-22","12/4/1828"
"t18281204-233","12/4/1828"
"t18280911-372","9/11/1828"
"t18280911-383","9/11/1828"
"t18281204-240","12/4/1828"
"t18290115-171","1/15/1829"
"t18281023-252","10/23/1828"
"t18290115-209","1/15/1829"
"t18280911-62","9/11/1828"
"t18290409-313","4/9/1829"
"t18290115-52","1/15/1829"
"t18290115-54","1/15/1829"
"t18290219-84","2/19/1829"
"t18290409-49","4/9/1829"
"t18290611-253","6/11/1829"
"t18290115-65","1/15/1829"
"t18290115-71","1/15/1829"
"t18290115-73","1/15/1829"
"t18290409-114","4/9/1829"
"t18290409-116","4/9/1829"
"t18290409-123","4/9/1829"
"t18290611-285","6/11/1829"
"t18290409-136","4/9/1829"
"t18290409-139","4/9/1829"
"t18290611-306","6/11/1829"
"t18290611-335","6/11/1829"
"t18290611-340","6/11/1829"
"t18290611-344","6/11/1829"
"t18290409-153","4/9/1829"
"t18290409-163","4/9/1829"
"t18290409-165","4/9/1829"
"t18290611-1","6/11/1829"
"t18290611-115","6/11/1829"
"t18290611-122","6/11/1829"
"t18290611-77","6/11/1829"
"t18290219-144","2/19/1829"
"t18290611-147","6/11/1829"
"t18290611-355","6/11/1829"
"t18290611-356","6/11/1829"
"t18290219-156","2/19/1829"
